NUMERO> ;NOME>                    ;SNS>       ;ABO;Rh>;SEXO>;DATA NASC.> ;RUA>                    ;CÓD. POSTAL>;LOCALIDADE>     ;PAÍS>        ;E-MAIL>                                   ;TEL.>     ;TELM.>    
733524;Maris Baird;643616551;A;-;F;25-06-1959;Ap #257-1797 Rutrum. Avenue;4198-592;Braga;Portugal;dolor.Fusce.mi@Curabitur.com;263217337;931218699
852657;Hedley Cole;320195712;B;+;F;29-09-1957;Ap #538-8783 Mauris Ave;4745-297;Braga;Portugal;porttitor.vulputate@natoquepenatibuset.edu;263154839;923664594
197873;Darius Berry;614809574;B;+;M;31-10-1960;7582 Aliquam Rd.;4677-722;Lisboa;Portugal;lacus@Donec.co.uk;249421557;975553264
861989;Lynn Frye;553886771;A;+;M;06-02-1968;823-984 Luctus Rd.;4748-497;Barcelos;Portugal;dui@sociis.ca;292922669;995136258
306611;Jonah Valencia;878607617;A;-;F;23-09-1964;4265 Enim. Rd.;4914-662;Barcelos;Portugal;varius.et.euismod@nonantebibendum.edu;234719296;928874541
114521;Hakeem Gregory;306530324;O;+;M;28-10-1956;Ap #249-3031 Nec, St.;4596-594;Lisboa;Portugal;libero.Integer.in@facilisi.net;256476818;994341428
323354;Derek Crosby;369043846;O;-;F;28-08-1979;595-6736 Vitae Rd.;4788-132;Lisboa;Portugal;tellus.justo.sit@mollis.net;232542292;914831232
309725;Charity Baker;494621936;AB;-;F;21-03-1978;Ap #267-1589 Laoreet Avenue;4349-426;Porto;Portugal;Curabitur.sed@ultricesposuerecubilia.com;211453258;918735677
388567;Quinn Hansen;398573232;O;-;F;28-10-1989;Ap #821-7485 Lectus Rd.;4472-942;Guimarães;Portugal;id.libero.Donec@vel.co.uk;293121394;948921516
320947;Phyllis Atkins;465445205;B;-;F;08-10-1966;Ap #556-5508 Est, Rd.;4629-429;Braga;Portugal;lectus@Duisvolutpat.ca;247721386;998634133
248939;Yen Dickerson;853403340;B;+;M;06-08-1993;6826 Sapien Ave;4876-118;Coimbra;Portugal;euismod.et@antedictum.edu;238843483;995423247
615339;Ruth Sharp;668635958;AB;+;M;31-07-1992;P.O. Box 512, 7946 Ultricies St.;4365-111;Lisboa;Portugal;nisi@ullamcorpernislarcu.edu;232938447;969491268
129584;Benedict Sharpe;710499877;AB;+;F;12-05-1992;364-3256 Ultricies Ave;4183-487;Barcelos;Portugal;rutrum.Fusce@egestasAliquam.ca;293962555;977359393
436953;Nathan Hardin;227805296;B;+;M;22-04-1990;6451 Lorem St.;4731-633;Coimbra;Portugal;pellentesque@scelerisquenequeNullam.net;293464632;915612258
932807;Sebastian Velez;400960573;A;-;F;13-04-1973;722-6359 Ornare Road;4425-425;Coimbra;Portugal;cursus@ataugue.org;266433334;965481822
588948;Fleur Moore;774839445;B;+;F;26-05-1993;132 Ligula Avenue;4561-145;Guimarães;Portugal;Aliquam@dictummagnaUt.com;219874595;976196273
238719;Angela Short;920605014;A;-;F;08-07-1956;974-7194 Adipiscing Rd.;4196-628;Braga;Portugal;Aliquam.auctor@Aliquam.net;248391899;983561611
351469;Cole Taylor;268804011;B;+;F;06-11-1981;Ap #970-1557 Et Ave;4496-967;Porto;Portugal;amet.consectetuer.adipiscing@nisinibhlacinia.co.uk;262772262;984716876
551136;Asher Harrell;895557915;B;-;M;01-06-1968;295-6078 Senectus Street;4841-834;Guimarães;Portugal;purus.gravida.sagittis@natoquepenatibuset.org;291383444;962863759
801717;Oren Terrell;110605730;AB;+;M;28-02-1992;781-3160 In St.;4878-243;Braga;Portugal;iaculis.odio.Nam@Maurismolestie.net;271919546;978129144
579713;Raymond Byers;268226499;AB;-;M;22-11-1976;335-3678 Semper Rd.;4559-523;Barcelos;Portugal;suscipit.est@suscipit.co.uk;278727372;942872936
466336;Miranda Dodson;915185360;B;+;F;28-12-1962;P.O. Box 464, 9013 Rhoncus. Av.;4952-273;Lisboa;Portugal;justo.eu@amet.com;236891555;959977477
774468;Joshua Blanchard;687070538;AB;-;F;18-01-1974;P.O. Box 792, 5285 Facilisis Rd.;4762-788;Lisboa;Portugal;et.rutrum@lectusjusto.co.uk;216751483;934487854
727927;Adara Luna;750718181;O;+;F;06-01-1956;7068 Scelerisque Rd.;4868-546;Braga;Portugal;egestas.ligula@mi.edu;288426844;936124958
160480;Wilma Abbott;421044916;A;-;F;31-08-1985;Ap #546-2183 Vel Street;4636-619;Lisboa;Portugal;leo.Cras.vehicula@aliquam.net;245125393;932563624
997927;Sonya Sweeney;496856276;AB;-;F;29-11-1966;Ap #699-6060 Lacinia St.;4495-458;Coimbra;Portugal;a@Vivamuseuismod.ca;258128437;982442686
230942;Kessie Hurley;604241490;AB;+;F;05-05-1964;Ap #441-6997 Elit. St.;4286-388;Coimbra;Portugal;semper.tellus@vitaemauris.com;275348138;943915687
937990;Leslie Jennings;744313951;AB;+;F;02-09-1972;3757 Cursus St.;4597-175;Barcelos;Portugal;facilisis.facilisis.magna@sollicitudinadipiscingligula.org;212217923;993491226
512152;Zane Serrano;759860333;AB;-;M;10-06-1977;P.O. Box 519, 2633 Mauris Ave;4551-314;Lisboa;Portugal;et.ultrices.posuere@vitae.org;213965767;973366129
847372;Joseph Carson;265601359;A;-;F;18-11-1980;1643 Pellentesque. Rd.;4594-648;Porto;Portugal;mauris.sapien@sociis.ca;261474358;985815448
795911;Mona Bates;191531207;AB;+;F;14-03-1957;445-8215 Dui Avenue;4584-715;Porto;Portugal;ac.turpis@Cum.ca;298388215;984251556
879790;Nicole Watkins;647114402;O;+;M;04-11-1990;399-764 Eu Av.;4632-198;Guimarães;Portugal;congue.turpis.In@cubiliaCurae.edu;227385334;914811438
679924;Ariel Parrish;322164551;B;-;F;18-03-1965;Ap #903-2618 Ante. Road;4651-966;Coimbra;Portugal;Nullam.feugiat.placerat@natoquepenatibus.org;265115445;932131664
607423;David Gallegos;730654023;O;+;F;10-06-1980;Ap #392-8593 Turpis Street;4472-615;Braga;Portugal;a.enim.Suspendisse@arcu.edu;213225944;962452249
398624;Avram Norris;425455675;B;+;F;14-11-1986;474-9513 Luctus St.;4897-731;Braga;Portugal;velit.in.aliquet@magna.org;281439578;996554531
724710;Emmanuel Koch;194409996;O;+;F;31-03-1962;Ap #722-9506 A, Av.;4629-465;Porto;Portugal;felis.ullamcorper@egestas.edu;273517372;968371771
403716;Ruth Tran;502024365;B;+;M;09-03-1984;834-9214 Purus. Street;4928-476;Lisboa;Portugal;ut@dictum.edu;292995596;987149696
604142;Dominique Gonzales;636754638;O;-;F;19-12-1983;P.O. Box 379, 8313 Augue St.;4848-154;Barcelos;Portugal;in.hendrerit.consectetuer@liberodui.net;239697129;948697537
604195;Nadine Carrillo;996900264;A;+;M;24-09-1993;894-8654 Velit St.;4493-679;Braga;Portugal;tempor@Curabitur.net;233262735;975687441
198625;Iola Clayton;794637069;O;-;F;09-04-1962;Ap #903-6621 Justo Rd.;4518-494;Barcelos;Portugal;Nulla@Integerinmagna.org;272117834;993165968
671268;Dalton Guthrie;950604096;B;+;F;24-10-1982;736-4034 Gravida Rd.;4631-357;Lisboa;Portugal;Donec@odio.com;229791376;969522927
767133;Michael Larsen;927544349;O;-;M;15-07-1981;Ap #351-1967 Ac Avenue;4328-815;Barcelos;Portugal;nostra.per.inceptos@auctornuncnulla.com;213726841;966212629
706176;Seth Dawson;505675458;A;+;F;28-04-1981;733-8686 Faucibus Rd.;4924-345;Lisboa;Portugal;quam.a@Maecenasiaculis.edu;276432962;999735176
523081;Chloe Vance;175731645;B;+;M;07-07-1979;905 Malesuada Street;4294-372;Braga;Portugal;Duis@facilisislorem.org;235886734;923177681
872031;Blythe Woods;529264468;O;-;F;24-01-1962;335-8540 Fringilla. Rd.;4454-985;Guimarães;Portugal;interdum.ligula@eleifendegestas.co.uk;278856261;966623979
898629;Venus Rhodes;293529789;A;-;F;01-11-1974;Ap #145-514 Arcu. Street;4563-363;Porto;Portugal;Cras@auctor.edu;289869317;973855648
100488;Ezekiel Ryan;568106472;AB;+;F;26-11-1984;8777 Dapibus Ave;4828-429;Guimarães;Portugal;fringilla@ipsumnuncid.org;243439749;962379561
835112;Winifred Harris;890801509;A;-;F;23-04-1977;417-3998 Et Rd.;4673-795;Guimarães;Portugal;mattis@lacusCras.ca;261836512;928954587
313858;Abel Marshall;946826166;A;-;M;10-01-1958;Ap #992-4181 Suspendisse Road;4989-428;Barcelos;Portugal;risus.Morbi@sollicitudincommodoipsum.ca;281781574;936595837
592661;Lenore Little;353790123;B;+;M;05-10-1962;P.O. Box 863, 4140 Aliquet. Street;4728-387;Barcelos;Portugal;feugiat.non.lobortis@ullamcorper.org;241498361;915581667
268767;May Cotton;229064292;AB;+;F;01-03-1976;P.O. Box 309, 6528 Donec Rd.;4215-635;Guimarães;Portugal;velit.in.aliquet@arcuVestibulum.net;242394422;917818842
810313;Buffy Reid;921852441;A;+;M;25-10-1966;3642 Ut St.;4212-974;Coimbra;Portugal;enim@antedictumcursus.com;264696748;917952216
664827;Iliana Delacruz;239793779;B;-;F;28-03-1956;448-5694 Id St.;4141-379;Braga;Portugal;pharetra@tellusimperdietnon.ca;215143858;948277428
508813;Clark Dunn;820490720;O;+;F;14-03-1966;255-2798 At, Rd.;4282-294;Guimarães;Portugal;gravida.molestie.arcu@Praesent.ca;212788155;926274633
140919;Shana Strickland;373469317;AB;+;M;17-04-1980;3646 Ligula. Ave;4778-344;Barcelos;Portugal;nonummy.ac.feugiat@liberoest.co.uk;289117539;923334118
835955;Ahmed Suarez;625668773;O;+;F;22-10-1987;Ap #242-6366 Sollicitudin St.;4229-236;Braga;Portugal;aliquet.molestie@varius.org;281429981;984612169
753509;Quinn Estrada;898841331;A;+;F;21-04-1987;991-6359 Mattis Ave;4793-419;Lisboa;Portugal;non.ante@loremacrisus.ca;292451934;989215753
437727;Iris Carr;752903917;A;+;F;17-09-1993;P.O. Box 165, 3440 Eget, Street;4332-779;Coimbra;Portugal;tortor@dictumeueleifend.co.uk;217647161;911111944
647533;Joan Richardson;508423537;B;+;F;16-04-1964;Ap #994-2564 Eget Rd.;4243-847;Barcelos;Portugal;vel.arcu.Curabitur@vulputatelacus.org;263341536;961769981
604087;Orla Owen;761234915;B;-;M;16-10-1975;961-2768 Aliquet, St.;4313-738;Guimarães;Portugal;Phasellus.libero@Pellentesquehabitantmorbi.edu;222962928;984243533
472480;Wang West;348889619;B;+;M;13-05-1958;345-583 Egestas Road;4494-298;Lisboa;Portugal;risus@duilectus.co.uk;216576589;993292359
376858;Baker Keller;390209572;O;+;M;22-11-1991;Ap #232-838 Vestibulum Av.;4897-343;Lisboa;Portugal;nunc@nullaatsem.net;292973437;944386656
788836;Griffith Macdonald;372709943;AB;-;F;26-11-1983;829-6436 Libero. St.;4367-691;Porto;Portugal;bibendum@Nuncquisarcu.com;269538846;959857238
777218;Austin Savage;291403253;AB;-;M;04-03-1968;Ap #960-7778 Aenean St.;4328-917;Coimbra;Portugal;feugiat.non.lobortis@utpellentesque.edu;291616283;948574174
797108;Lee Shields;269671522;B;-;F;26-05-1992;3460 Sit Street;4272-328;Porto;Portugal;dolor.Quisque.tincidunt@consectetuercursus.ca;248626541;934132329
921290;Olivia Valentine;810095006;O;-;F;18-07-1982;Ap #100-9929 Adipiscing. Av.;4664-627;Guimarães;Portugal;erat@Sedetlibero.org;271174428;972539318
900573;Kenneth Arnold;632862603;O;+;F;31-12-1990;1069 Vitae St.;4398-344;Barcelos;Portugal;luctus.aliquet@euaugueporttitor.edu;239324936;973839228
101755;Beatrice Hickman;660368133;AB;-;M;24-05-1960;Ap #407-6562 Molestie Rd.;4576-521;Lisboa;Portugal;libero.Morbi@pellentesqueegetdictum.net;267142989;992834777
894654;Shay Velazquez;962547118;A;+;F;02-04-1991;Ap #872-2110 Semper St.;4826-224;Lisboa;Portugal;Morbi@estNunclaoreet.org;261498223;974911913
698603;Gemma Mcfadden;871885262;A;-;M;07-06-1993;Ap #494-1542 Pede. Street;4832-218;Lisboa;Portugal;mattis.Integer.eu@nibhlaciniaorci.com;232351616;915252543
302958;Yetta Vaughan;495436396;O;+;M;27-05-1973;Ap #151-2947 Sit Rd.;4274-127;Barcelos;Portugal;turpis.Aliquam@cubiliaCurae.org;259379273;936821874
928975;Aristotle Savage;841048391;A;-;M;23-10-1964;Ap #167-6204 Hendrerit Av.;4968-317;Guimarães;Portugal;malesuada.fringilla.est@egestasurna.net;277113836;995218617
716548;MacKenzie Mclaughlin;263047988;O;+;M;28-09-1960;Ap #528-6655 Ut Ave;4838-112;Coimbra;Portugal;ante@Fuscedolor.com;252767729;968451375
451270;Stella Miller;431244396;AB;-;F;24-09-1987;2609 Malesuada Rd.;4816-176;Braga;Portugal;dapibus@aliquet.ca;222635392;985499176
533640;Hamish Kent;670733201;A;-;F;28-01-1991;Ap #494-3681 Nascetur Rd.;4465-164;Braga;Portugal;lobortis.augue@felisNullatempor.net;222572338;996167549
642117;Dana Roth;911863915;B;-;F;22-10-1958;P.O. Box 343, 6349 Mauris, Rd.;4815-616;Lisboa;Portugal;eu.ultrices@Sed.ca;221657517;958157341
271925;Echo Weiss;644890225;O;-;F;04-01-1965;Ap #729-5165 Dolor St.;4292-938;Guimarães;Portugal;odio@lacusvariuset.net;236216312;952737768
745348;Gareth Horton;756050804;AB;+;M;16-07-1971;Ap #797-6482 Amet, Rd.;4287-119;Guimarães;Portugal;Curae@necmalesuadaut.co.uk;218379328;961227534
401339;Nigel Rowland;882459594;AB;+;M;26-07-1990;Ap #369-974 Amet, Av.;4352-455;Braga;Portugal;magna.sed.dui@esttempor.com;269296312;911749494
630606;Tatiana Chen;430128363;AB;-;M;01-11-1988;5731 Sed St.;4484-384;Barcelos;Portugal;Vivamus.molestie.dapibus@anteipsumprimis.net;287532417;984963229
548196;Sacha Sosa;954169423;B;-;M;23-01-1958;269-4415 Aliquam Av.;4167-267;Braga;Portugal;nulla.ante.iaculis@necorciDonec.ca;248488848;949196165
893463;Fatima Garcia;428933430;O;+;F;16-09-1989;P.O. Box 809, 9586 Aliquam Rd.;4398-789;Coimbra;Portugal;non.hendrerit@mattisornare.net;219866752;925424992
466558;Margaret Carson;994608476;AB;-;F;26-08-1987;Ap #328-5255 Eu, Av.;4558-831;Barcelos;Portugal;libero.mauris@MaurisnullaInteger.ca;267159932;929698446
878294;Joseph Mayer;175344608;B;+;F;18-08-1971;671-9248 Quisque Rd.;4647-825;Guimarães;Portugal;pharetra.felis@fringillacursus.com;268474362;989659556
213799;Luke Compton;502200405;O;-;F;05-03-1971;P.O. Box 599, 2908 Cursus. Road;4757-675;Porto;Portugal;nisi.Aenean.eget@inlobortis.edu;299555635;935594983
943608;Jael Nash;331645977;AB;+;F;01-07-1971;622 Sit St.;4531-479;Porto;Portugal;aptent.taciti.sociosqu@tempusnon.org;288351192;913992234
526803;Emi Pugh;478933468;A;-;M;14-05-1983;P.O. Box 669, 2764 Donec St.;4448-936;Guimarães;Portugal;penatibus.et@elitNullafacilisi.ca;235457839;959938993
299357;Herman Roberts;442082586;AB;+;M;10-11-1957;7918 Dolor Rd.;4628-248;Lisboa;Portugal;amet@Curabiturvel.org;256365794;941477318
423104;Laura Harper;738123371;B;-;M;29-10-1987;531 Auctor, St.;4511-224;Guimarães;Portugal;In@velfaucibus.com;295964658;989751726
583102;Leila Burris;748341289;O;+;F;06-03-1966;Ap #673-7186 Diam St.;4554-144;Lisboa;Portugal;vel@leo.co.uk;216719894;949459187
988964;Rafael Vinson;770123480;O;+;M;19-06-1976;P.O. Box 697, 590 Sapien. Rd.;4743-715;Lisboa;Portugal;primis.in.faucibus@pellentesquemassa.net;235534616;942547257
537459;Kim Newton;541535768;O;-;M;30-06-1975;8990 Luctus St.;4151-517;Braga;Portugal;luctus@Etiam.net;231427746;956414816
602333;Martina Olson;580132593;A;-;F;16-10-1983;Ap #172-2302 Mollis St.;4326-999;Barcelos;Portugal;rutrum.Fusce@tristiqueac.net;257876336;936837565
656701;Edan Bass;991507823;O;+;F;23-06-1985;7440 Dictum Avenue;4474-158;Porto;Portugal;nascetur.ridiculus.mus@Phasellus.com;263364818;945173466
237632;Yuri Garcia;865725903;B;+;M;01-09-1992;Ap #700-6718 Enim, St.;4427-869;Lisboa;Portugal;et@Curabitur.edu;261446676;965763781
439075;Sonya Fowler;615376301;B;+;F;05-09-1990;7966 Neque Rd.;4974-128;Lisboa;Portugal;Vivamus.sit@maurisaliquameu.ca;245532592;989447324
385107;Uma Kramer;906039161;O;-;F;21-04-1961;3305 Fermentum Av.;4439-515;Porto;Portugal;imperdiet.dictum.magna@eu.com;295663346;942361477
352443;Yvette Patterson;403890960;B;-;F;27-06-1983;P.O. Box 177, 5042 Nec Rd.;4819-333;Lisboa;Portugal;Suspendisse.commodo.tincidunt@adipiscing.ca;236485746;986638393
428163;Hammett Justice;485096193;A;+;F;17-06-1969;363-4008 Ante Road;4442-513;Braga;Portugal;tellus@nulla.ca;214995456;956915546
888817;Quentin Merritt;741179640;AB;-;F;03-09-1967;Ap #544-6069 Neque Road;4825-752;Guimarães;Portugal;scelerisque@risusDonecegestas.net;269224165;961382572
876785;Brendan Sellers;298470628;AB;-;M;05-07-1962;7826 Sem. St.;4243-633;Porto;Portugal;vestibulum.Mauris@bibendumDonec.org;252933377;997668123
336249;Tatum Farmer;831233491;O;+;F;26-12-1961;Ap #528-8336 Sed Rd.;4819-365;Guimarães;Portugal;felis.orci.adipiscing@sapienCras.ca;277649882;978845769
414394;Travis Wright;869213689;O;-;F;30-12-1981;P.O. Box 917, 6235 Duis Rd.;4787-691;Braga;Portugal;varius@vitaesodales.com;275781394;925735868
694767;Shelly Rose;858154150;B;-;M;16-10-1979;P.O. Box 698, 8801 Tincidunt St.;4488-538;Coimbra;Portugal;Mauris@perconubia.co.uk;266342143;991343316
149457;Stacy Cummings;239535449;O;-;M;17-11-1988;Ap #915-7073 Semper Road;4556-369;Guimarães;Portugal;Nam@Aliquamfringilla.ca;289979355;963637655
370628;Athena Moran;246535680;B;-;F;20-01-1972;P.O. Box 903, 2080 Volutpat Avenue;4954-427;Coimbra;Portugal;id.blandit.at@imperdiet.com;271562293;975429717
724609;Karina Gay;605407153;O;+;F;03-02-1984;P.O. Box 606, 3951 Lobortis Road;4331-663;Coimbra;Portugal;sem.semper@porttitorscelerisqueneque.net;271226436;987751784
570797;Amanda Daniels;839756484;B;-;F;04-12-1982;P.O. Box 132, 7004 Congue Ave;4298-231;Lisboa;Portugal;nunc@sapiencursus.net;288562112;932326626
392626;Amos Velasquez;589405553;O;+;F;01-07-1979;Ap #733-1379 Vel, Road;4383-731;Porto;Portugal;non.dapibus@metus.co.uk;244312337;984398878
627080;Sopoline Harris;739677277;AB;-;F;28-05-1978;Ap #239-1733 Tristique Street;4598-674;Porto;Portugal;Aliquam@Donecelementumlorem.co.uk;264298951;914674622
754852;Ava Day;300928050;B;+;M;01-04-1977;5006 Primis Road;4225-159;Guimarães;Portugal;nulla.Donec@velvulputate.com;254883786;974797752
714791;Brock Lawrence;130607607;AB;-;M;05-02-1964;1452 Auctor, Avenue;4537-553;Braga;Portugal;ipsum@ametante.edu;292735665;937336144
144653;Rebekah Harris;238388017;B;+;F;08-10-1957;Ap #957-1151 Mauris, St.;4677-852;Barcelos;Portugal;molestie.pharetra@egetmollis.edu;251551728;936978299
692185;Leonard Weber;961900047;O;-;F;31-08-1993;784-1202 Amet Ave;4713-916;Braga;Portugal;est@tellusSuspendisse.ca;288987761;997864561
200541;Dieter Black;126112130;AB;-;M;01-01-1981;3971 Hendrerit Rd.;4941-177;Coimbra;Portugal;ac.sem.ut@accumsaninterdum.org;237955676;959367568
347676;Lana Mullen;774935844;A;+;F;15-06-1968;P.O. Box 584, 6706 Felis. Street;4326-251;Lisboa;Portugal;montes@arcuAliquamultrices.co.uk;217725773;912935441
836190;Casey Contreras;688762116;B;+;M;18-02-1979;Ap #307-2431 Morbi Rd.;4753-485;Lisboa;Portugal;taciti.sociosqu@lobortis.org;288527443;946245717
118790;Courtney Warren;329125293;A;-;M;06-10-1979;Ap #296-6169 Sem St.;4936-728;Guimarães;Portugal;arcu.Vestibulum.ante@lobortisaugue.net;293785995;927168445
106777;Ronan Gray;532034594;B;+;F;09-06-1961;Ap #829-2534 Magna. Road;4547-365;Braga;Portugal;Proin.non@montes.net;292655891;936392547
689792;Nerea Mercado;979033607;A;+;M;08-08-1986;Ap #974-4239 Erat St.;4392-493;Barcelos;Portugal;ligula.Aliquam@est.co.uk;242765884;987952639
272838;Giselle Doyle;413284279;B;-;M;04-07-1961;Ap #731-3167 Phasellus Rd.;4258-445;Braga;Portugal;augue@lectus.ca;295237951;925386655
794915;Portia Wall;374636800;O;-;M;11-09-1982;P.O. Box 389, 5581 Vel, Road;4219-527;Barcelos;Portugal;risus@anteipsumprimis.com;241262732;955415548
403996;Carl Woods;875957029;O;-;F;21-12-1973;P.O. Box 104, 6998 Morbi Rd.;4544-625;Lisboa;Portugal;suscipit.est.ac@fermentumrisus.net;239761398;939759216
978284;Cain Hardin;883816347;AB;-;F;31-08-1959;5528 Nullam St.;4442-117;Guimarães;Portugal;egestas.hendrerit.neque@nascetur.net;296812579;995384755
544130;Virginia Estrada;549778115;O;-;F;20-04-1964;Ap #759-1033 Ac Avenue;4382-663;Porto;Portugal;eleifend.nunc.risus@nequesed.com;296289894;962893768
716452;Paula House;928192758;A;-;M;21-06-1976;P.O. Box 886, 6570 Praesent Rd.;4735-279;Barcelos;Portugal;Vestibulum.ut@non.net;292411494;943399184
199421;Lacota Olsen;218940135;AB;+;F;20-04-1964;7914 Eu, Rd.;4714-849;Lisboa;Portugal;amet.ultricies@infaucibusorci.co.uk;219358424;945395562
994318;Jennifer Hawkins;510268665;A;+;F;19-10-1968;P.O. Box 214, 6135 Fames St.;4765-378;Lisboa;Portugal;Lorem.ipsum@volutpat.edu;258522384;938118148
645206;Bradley Buckner;559535871;O;-;M;19-07-1986;P.O. Box 895, 2968 Montes, St.;4178-143;Lisboa;Portugal;Sed@Maurisnon.edu;252866694;986736498
300304;Azalia Pierce;749360088;A;+;M;23-05-1979;Ap #412-3434 Mollis. Avenue;4861-937;Lisboa;Portugal;purus.gravida@quam.edu;221661157;926899249
201990;Kermit Nguyen;345376759;B;+;M;28-07-1974;3223 Integer Street;4672-715;Braga;Portugal;id.enim.Curabitur@velitSed.co.uk;255539522;917561936
499190;Dahlia Franco;394907416;AB;-;M;10-05-1974;3029 Sagittis Street;4473-276;Coimbra;Portugal;orci.lacus@ProindolorNulla.edu;277313886;998693182
352584;Vera Savage;754786279;O;-;M;24-06-1960;Ap #482-3365 Parturient Av.;4277-381;Guimarães;Portugal;eu.lacus@euismodetcommodo.edu;241826792;956583274
491548;Oren Fuller;454798974;B;-;M;02-04-1974;1895 Ante Street;4855-189;Braga;Portugal;in.faucibus.orci@mollisvitaeposuere.edu;223652445;917572599
617185;Ivor Kaufman;576912610;B;-;M;17-02-1958;P.O. Box 184, 6331 In, Street;4379-661;Coimbra;Portugal;vitae.nibh.Donec@lobortisultricesVivamus.ca;213917117;918981956
857519;Leigh Berger;867775493;A;-;F;21-09-1977;766-6086 Dignissim Rd.;4522-532;Coimbra;Portugal;Quisque@sed.net;289369882;956213389
278284;Fiona Francis;786747246;O;+;M;21-11-1992;998-5171 Mollis Street;4673-735;Barcelos;Portugal;Phasellus.fermentum.convallis@arcu.edu;239294273;984899961
735602;Clio Wade;106326444;AB;-;M;07-09-1986;246-1764 Metus. Ave;4327-341;Guimarães;Portugal;massa.rutrum@euaccumsansed.co.uk;242465429;966868777
473044;Griffith Atkins;390825840;A;-;M;13-04-1960;288-424 Et, Road;4933-289;Lisboa;Portugal;dictum@dolor.ca;212338279;928176157
438151;Trevor Graham;962164817;AB;+;F;25-01-1978;Ap #219-1135 Ultrices Road;4779-272;Guimarães;Portugal;scelerisque.neque@commodoipsumSuspendisse.co.uk;266583113;977319936
584673;Scott Mullen;358666315;B;+;F;07-07-1959;802-1381 Risus St.;4295-882;Porto;Portugal;scelerisque.lorem@ametrisus.co.uk;246253872;977829154
434624;Karleigh Gibbs;814181131;B;+;M;28-09-1971;148 Nulla Rd.;4122-283;Porto;Portugal;Quisque.ac.libero@ridiculus.ca;218677818;985665493
365216;Xena Spears;465921012;O;-;M;25-10-1963;8632 Aenean Avenue;4362-515;Braga;Portugal;lectus.pede@malesuadaut.edu;221592444;915861751
226369;Harding Weber;984710555;AB;-;M;27-06-1972;Ap #370-244 Urna Av.;4564-966;Guimarães;Portugal;semper.auctor@dolorvitae.edu;221696164;917825118
916967;Hedda Barron;351373523;B;+;M;29-12-1966;2083 Cras Avenue;4989-582;Guimarães;Portugal;Nunc.commodo@justoProinnon.org;294176947;996692873
216527;Sierra Houston;894532828;AB;+;M;15-09-1970;9414 Sodales Rd.;4958-958;Guimarães;Portugal;posuere.enim@semmagnanec.edu;271218293;966656844
990168;Brittany Donaldson;208239753;A;-;M;28-09-1988;430-3691 Dolor. St.;4638-865;Guimarães;Portugal;mi@acmetus.org;238965966;953414469
165694;Neve Todd;468804196;A;+;M;25-08-1958;815-5907 Metus Street;4512-242;Braga;Portugal;Mauris@pharetraNam.com;232889313;958211532
464269;Eugenia Dixon;350396931;B;+;M;10-11-1975;P.O. Box 598, 7638 Non Road;4687-857;Porto;Portugal;lorem.tristique.aliquet@mauris.net;254726897;941674627
735003;Samantha Greer;806227781;O;-;F;11-07-1984;6147 Turpis. St.;4691-585;Coimbra;Portugal;Fusce.fermentum.fermentum@pretiumaliquet.ca;276765734;969195317
786395;Olivia Vaughan;647145414;A;+;F;21-08-1971;P.O. Box 896, 2396 Egestas St.;4647-179;Coimbra;Portugal;adipiscing.lacus@posuerecubiliaCurae.com;293532553;987612476
623377;Raven Barnes;283337875;O;+;F;27-04-1959;P.O. Box 160, 2761 Aliquet Road;4399-798;Porto;Portugal;non.lorem.vitae@rutrumFusce.com;245482987;958595729
638450;Quon Leonard;407419867;B;+;M;22-07-1991;P.O. Box 184, 9997 Porttitor Street;4298-193;Braga;Portugal;Nulla@ipsum.co.uk;288251747;911315728
842048;Kaseem Osborn;494295677;O;-;F;29-01-1987;806-9282 Phasellus Street;4467-847;Lisboa;Portugal;nisl.Quisque@vitaenibhDonec.net;265298691;967478455
794756;Xena West;766313910;O;+;F;11-12-1966;P.O. Box 849, 9444 Lacus. Avenue;4774-736;Barcelos;Portugal;ante.blandit.viverra@at.com;297839134;927451654
960992;John Ball;493835855;A;+;F;10-05-1988;P.O. Box 284, 9341 Nulla. Road;4698-968;Barcelos;Portugal;amet@lacuspedesagittis.ca;263516429;959938743
973358;Gay Pope;873106467;O;+;M;14-06-1985;488-124 Suspendisse Av.;4441-355;Porto;Portugal;gravida.mauris@Morbisit.edu;235181778;915493893
526585;Raymond Wells;673848617;A;-;M;03-01-1955;518-3092 Fusce Av.;4771-389;Lisboa;Portugal;eu@auctorvelit.co.uk;267784114;988974293
769263;Tatyana Gilbert;787630921;B;+;M;12-12-1955;P.O. Box 457, 383 Morbi Avenue;4662-555;Coimbra;Portugal;et@bibendumDonecfelis.edu;291976359;954326849
479207;Aileen Perez;968103024;AB;+;M;01-04-1967;452-6601 Ipsum Ave;4644-984;Barcelos;Portugal;mauris@lacusQuisquepurus.net;239315746;944834546
267374;Ursula Thompson;130935811;AB;-;F;21-05-1980;P.O. Box 635, 8921 Amet Rd.;4259-512;Lisboa;Portugal;mauris.ut.mi@Nullaaliquet.com;272931123;922739167
982745;Martina Dalton;750611134;AB;-;F;07-08-1976;650 Eu St.;4893-727;Barcelos;Portugal;elit.Nulla.facilisi@sit.com;252954654;938627812
431178;Ray Hebert;701952055;B;+;F;14-11-1965;390-5938 Viverra. Street;4298-666;Lisboa;Portugal;egestas.ligula@etrutrumeu.co.uk;274472772;924331968
